source_path	decision	target	reason	chars_read
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_armor_color_slot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	519
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_armor_damage_slot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	628
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_armor_material_slot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	525
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_armor_texture_slot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	519
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_average_frame_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	933
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_base_swing_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	545
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_face.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	493
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_has_all_tags.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	485
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_has_any_tag.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	482
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_neighbor_has_all_tags.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	505
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_neighbor_has_any_tag.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	502
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_property.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	533
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_block_state.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	360
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_blocking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	354
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_body_x_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	392
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_body_y_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	390
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_bone_aabb.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	438
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_bone_orientation_matrix.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	568
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_bone_orientation_trs.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	886
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_bone_origin.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	405
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_bone_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	425
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_camera_distance_range_lerp.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	724
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_camera_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	440
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_climb.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	355
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_damage_nearby_mobs.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	407
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_dash.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	351
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_fly.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	347
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_power_jump.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	375
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_swim.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	351
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_can_walk.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	351
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cape_flap_amount.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	417
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cardinal_block_face_placed_on.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	665
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cardinal_facing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	433
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cardinal_facing_2d.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	463
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cardinal_player.facing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	454
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_client_max_render_distance.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	460
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_client_memory_tier.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	499
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_combine_entities.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	477
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cooldown_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	565
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_cooldown_time_remaining.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	682
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_count.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	410
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_current_squish_value.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	449
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_dash_cooldown_progress.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	684
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_day.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	367
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_death_ticks.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	358
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_debug_output.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	513
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_delta_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	354
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_distance_from_camera.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	415
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_effect_emitter_count.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	412
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_effect_particle_count.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	416
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_entity_biome_has_all_tags.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	532
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_entity_biome_has_any_identifier.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	564
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_entity_biome_has_any_tags.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	532
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_equipment_count.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	505
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_equipped_item_all_tags.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	613
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_equipped_item_any_tag.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	510
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_equipped_item_is_attachable.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	512
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_eye_target_x_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	421
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_eye_target_y_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	421
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_facing_target_to_range_attack.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	471
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_frame_alpha.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	394
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_fuse_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	415
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_actor_info_id.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	470
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_animation_frame.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	417
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_default_bone_pivot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	397
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_equipped_item_name.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	945
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_level_seed_based_fraction.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	418
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_locator_offset.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	377
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_name.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	573
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_pack_setting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	432
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_get_root_locator_offset.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	410
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_graphics_mode_is_any.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	531
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_ground_speed.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_had_component_group.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	716
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_any_family.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	384
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_any_leashed_entity_of_type.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	456
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_armor_slot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	529
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_biome_tag.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	383
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_block_property.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	576
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_block_state.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	392
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_cape.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	353
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_collision.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	380
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_dash_cooldown.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	394
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_gravity.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	374
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_head_gear.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	430
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_owner.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	381
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_player.rider.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	397
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_property.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	433
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_rider.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	357
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_has_target.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	361
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_head_roll_angle.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	458
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_head_x_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	436
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_head_y_rotation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	558
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_health.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	378
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_heartbeat_interval.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	425
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_heartbeat_phase.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	519
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_heightmap.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	417
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_hurt_direction.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	376
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_hurt_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	356
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_in_range.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	467
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_invulnerable_ticks.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	450
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_admiring.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	382
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_alive.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	352
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_angry.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	351
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_attached.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	450
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_attached_to_entity.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	464
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_avoiding_block.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	393
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_avoiding_mobs.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	417
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_baby.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	365
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_breathing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	367
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_bribed.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	404
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_carrying_block.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	431
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_casting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	379
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_celebrating.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	375
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_celebrating_special.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	464
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_charged.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	379
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_charging.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	425
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_chested.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	407
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_cooldown_category.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	705
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_crawling.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_critical.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	384
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_croaking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_dancing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	388
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_delayed_attacking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	436
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_digging.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	359
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_eating.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	377
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_eating_mob.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	373
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_elder.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	393
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_emerging.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_emoting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	380
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_enchanted.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	415
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_feeling_happy.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	572
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_fire_immune.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	412
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_first_person.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	402
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_ghost.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	377
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_gliding.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	382
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_grazing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	404
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_idling.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	355
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_ignited.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	392
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_illager_captain.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	435
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_in_contact_with_water.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	454
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_in_lava.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	359
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_in_love.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	389
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_in_ui.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	372
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_in_water.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_in_water_or_rain.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	395
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_interested.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	414
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_invisible.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	450
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_item_equipped.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	566
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_item_name_any.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	994
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_jump.goal_jumping.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	404
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_jumping.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	359
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_laying_down.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	375
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_laying_egg.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	374
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_leashed.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	437
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_levitating.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	371
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_lingering.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	382
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_local_player.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	550
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_moving.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	355
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_name_any.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	545
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_on_fire.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	359
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_on_ground.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	371
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_on_screen.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	417
